"","x","y","Cell_class"
"3598",2315.011134,2468.024561,"Endothelial 2"
"3599",2317.341654,2536.425289,"OD Immature 1"
"3600",2316.48889,2422.673653,"Pericytes"
"3601",2165.404719,2552.832207,"Astrocyte"
"3602",2175.043019,2518.17872,"Pericytes"
"3603",2202.257817,2519.249408,"Endothelial 2"
"3605",2277.51108,2471.738123,"Pericytes"
"3607",2303.597546,2562.485739,"Excitatory"
"3608",2308.999579,2477.850902,"Pericytes"
"3609",2219.023394,2517.261987,"Endothelial 2"
"3610",2228.428441,2509.223957,"Endothelial 2"
"3612",2275.871281,2438.712734,"Pericytes"
"3613",2283.072385,2439.174306,"Pericytes"
"3615",2194.959193,2525.466164,"Endothelial 2"
"3616",2213.080034,2522.779977,"Endothelial 2"
"3618",2256.243386,2467.003131,"Inhibitory"
"3619",2264.825943,2475.764919,"Pericytes"
"3620",2268.671621,2436.766126,"Pericytes"
"3621",2292.405136,2429.187022,"Pericytes"
"3622",2258.804221,2447.250967,"Pericytes"
"3624",2137.429862,2714.618335,"Excitatory"
"3625",2141.113547,2587.846316,"Endothelial 1"
"3626",2142.207811,2684.301775,"Excitatory"
"3627",2149.915972,2737.656335,"Excitatory"
"3628",2147.581285,2671.414104,"Excitatory"
"3629",2156.887479,2715.499928,"Endothelial 1"
"3631",2172.183896,2619.91033,"Inhibitory"
"3632",2171.392389,2655.011839,"Inhibitory"
"3634",2177.777208,2758.747095,"OD Mature 1"
"3636",2186.46844,2712.868679,"Excitatory"
"3637",2188.470609,2640.480945,"Microglia"
"3638",2203.870735,2766.511428,"OD Mature 1"
"3639",2204.721916,2726.042836,"Astrocyte"
"3640",2211.70541,2725.654386,"OD Mature 2"
"3642",2211.824868,2667.950943,"Endothelial 1"
"3643",2223.17592,2737.497817,"Inhibitory"
"3645",2229.384295,2701.256113,"Excitatory"
"3646",2235.768214,2734.768742,"Inhibitory"
"3649",2237.421011,2721.463023,"Astrocyte"
"3650",2243.438267,2590.220648,"Inhibitory"
"3651",2242.406899,2676.267006,"Excitatory"
"3652",2248.58964,2715.976663,"OD Mature 2"
"3653",2257.336737,2761.485827,"Excitatory"
"3654",2260.551488,2700.191348,"Astrocyte"
"3655",2262.883253,2663.701129,"Excitatory"
"3657",2272.159732,2616.745778,"Astrocyte"
"3658",2273.666716,2716.560972,"Excitatory"
"3659",2275.138848,2696.735739,"Microglia"
"3660",2279.687984,2655.574545,"Excitatory"
"3661",2283.800746,2760.944414,"Microglia"
"3662",2293.996986,2590.630254,"Astrocyte"
"3663",2296.371077,2655.303768,"Excitatory"
"3664",2294.700446,2619.473387,"Inhibitory"
"3665",2293.921957,2679.141221,"Inhibitory"
"3666",2300.160517,2767.317412,"OD Mature 2"
"3667",2301.901557,2668.967882,"Excitatory"
"3668",2311.045482,2638.210335,"Endothelial 3"
"3669",2313.41158,2593.194684,"Endothelial 1"
"3670",2153.088705,2619.022303,"Inhibitory"
"3671",2168.972905,2607.679445,"Endothelial 1"
"3672",2171.506476,2663.375763,"Excitatory"
"3673",2179.050856,2699.658543,"OD Mature 2"
"3674",2181.783634,2663.837171,"Excitatory"
"3675",2195.760638,2586.784968,"Endothelial 1"
"3676",2195.285007,2629.50651,"Astrocyte"
"3677",2213.781297,2626.959098,"OD Immature 1"
"3678",2236.719065,2604.239192,"Endothelial 1"
"3679",2285.362216,2610.675533,"Inhibitory"
"3681",2219.594005,2686.882731,"Astrocyte"
"3682",2228.294377,2637.864742,"Inhibitory"
"3683",2306.845394,2718.20009,"Excitatory"
"3684",2245.512736,2670.033316,"Excitatory"
"3685",2308.988481,2654.421278,"Inhibitory"
"3686",2155.40288,2686.931616,"Excitatory"
"3687",2191.04662,2701.310398,"Excitatory"
"3688",2190.032847,2694.43992,"OD Mature 1"
"3690",2142.506696,2811.341514,"Inhibitory"
"3691",2144.680341,2863.441913,"Inhibitory"
"3692",2147.210541,2838.180211,"Inhibitory"
"3693",2149.425224,2879.59899,"Excitatory"
"3694",2156.879245,2953.112473,"Inhibitory"
"3695",2157.743318,2918.286054,"Excitatory"
"3696",2166.296497,2869.058665,"Inhibitory"
"3697",2166.116368,2890.358707,"Astrocyte"
"3698",2174.175805,2814.734952,"Astrocyte"
"3699",2176.399833,2793.664962,"Endothelial 3"
"3701",2182.173151,2896.198967,"Inhibitory"
"3702",2194.485036,2935.165094,"Excitatory"
"3703",2202.962781,2809.30754,"Endothelial 1"
"3704",2204.731776,2967.771267,"Inhibitory"
"3705",2209.518977,2829.000176,"Excitatory"
"3707",2222.885266,2808.099249,"OD Immature 1"
"3708",2221.596432,2920.254598,"Astrocyte"
"3709",2225.26624,2881.314244,"Astrocyte"
"3710",2232.756075,2889.526303,"Inhibitory"
"3711",2228.800675,2798.953448,"OD Mature 2"
"3712",2229.917551,2857.847942,"Microglia"
"3714",2245.692858,2876.661586,"Inhibitory"
"3716",2254.19577,2910.197946,"Inhibitory"
"3717",2255.402536,2845.027027,"Inhibitory"
"3719",2272.68929,2951.380145,"OD Mature 1"
"3720",2275.074943,2876.543288,"Astrocyte"
"3721",2277.213081,2850.200905,"Inhibitory"
"3722",2276.361533,2865.276075,"Inhibitory"
"3724",2280.149776,2786.863563,"Inhibitory"
"3725",2280.927436,2835.497391,"Astrocyte"
"3727",2291.473689,2963.251192,"Inhibitory"
"3728",2296.496428,2849.461871,"Astrocyte"
"3729",2303.158628,2900.482336,"Inhibitory"
"3730",2308.368943,2850.416485,"Astrocyte"
"3731",2313.821193,2871.45317,"Inhibitory"
"3733",2148.250886,2938.87007,"Inhibitory"
"3734",2154.767268,2894.053261,"Astrocyte"
"3735",2166.46582,2954.190432,"Excitatory"
"3736",2192.392028,2806.696282,"Endothelial 3"
"3738",2243.617377,2801.076965,"Astrocyte"
"3740",2259.162667,2820.668198,"OD Mature 1"
"3742",2292.194695,2944.916791,"OD Mature 1"
"3743",2300.336139,2864.661321,"Endothelial 3"
"3745",2318.958323,2953.97508,"Inhibitory"
"3746",2320.944082,2945.875834,"Inhibitory"
"3747",2147.120171,2792.665662,"Inhibitory"
"3748",2165.958874,2820.011275,"OD Mature 1"
"3749",2184.887748,2869.224592,"Inhibitory"
"3750",2203.064198,2881.725838,"Inhibitory"
"3751",2289.211874,2785.96888,"Inhibitory"
"3753",2167.620072,3144.872492,"Astrocyte"
"3754",2171.684219,3032.776932,"Inhibitory"
"3755",2179.505923,3003.147216,"Inhibitory"
"3756",2185.214029,3159.04349,"Astrocyte"
"3758",2197.43017,3056.131206,"Endothelial 3"
"3759",2210.067609,3004.475003,"Astrocyte"
"3760",2214.852151,3115.95693,"Inhibitory"
"3761",2218.553021,3145.797847,"Inhibitory"
"3763",2218.226247,3164.0422,"Endothelial 1"
"3764",2231.778074,3006.542998,"Excitatory"
"3765",2231.938639,3101.537114,"Endothelial 3"
"3766",2235.455688,3127.268007,"OD Immature 1"
"3767",2237.222158,3156.767185,"Inhibitory"
"3769",2253.324313,3031.984909,"Endothelial 1"
"3770",2255.805746,3088.580539,"Inhibitory"
"3771",2256.368875,3040.046957,"Endothelial 3"
"3772",2259.015184,2993.493796,"OD Mature 2"
"3774",2296.786423,3138.034644,"OD Immature 2"
"3775",2299.048586,2998.654044,"Inhibitory"
"3776",2304.451957,3162.518073,"OD Mature 2"
"3777",2307.000495,3014.831256,"Inhibitory"
"3780",2317.063551,3111.735503,"Astrocyte"
"3781",2150.989223,3006.437291,"Inhibitory"
"3782",2176.230436,3114.553555,"OD Mature 1"
"3783",2212.34791,3066.870474,"OD Mature 2"
"3785",2271.135834,3035.915749,"Astrocyte"
"3786",2312.857362,3165.757347,"Inhibitory"
"3788",2271.982692,3146.425668,"Astrocyte"
"3789",2282.003041,3142.876653,"Astrocyte"
"3790",2304.175543,3074.989233,"OD Mature 1"
"3791",2135.924012,2994.09468,"Endothelial 1"
"3792",2172.427368,3015.513936,"OD Mature 2"
"3793",2239.012578,3098.048242,"Excitatory"
"3794",2279.164072,3045.955258,"Inhibitory"
"3795",2310.017685,3022.524748,"Inhibitory"
"3797",2137.470629,3342.056444,"Excitatory"
"3798",2140.987273,3278.103029,"Inhibitory"
"3799",2144.907385,3362.648621,"Excitatory"
"3800",2154.197744,3271.951703,"Excitatory"
"3801",2156.184183,3227.963392,"Inhibitory"
"3802",2165.819011,3306.456678,"Inhibitory"
"3804",2171.945898,3323.244902,"Excitatory"
"3805",2174.806808,3205.663319,"Inhibitory"
"3806",2178.509852,3261.524601,"Excitatory"
"3807",2186.393565,3299.998806,"Astrocyte"
"3808",2198.14436,3347.648002,"Inhibitory"
"3810",2209.087501,3370.703326,"Inhibitory"
"3811",2207.99255,3220.082367,"Endothelial 3"
"3812",2212.496055,3230.322251,"Excitatory"
"3813",2211.55597,3256.317192,"Inhibitory"
"3814",2215.3458,3262.475147,"Inhibitory"
"3815",2216.771092,3320.775106,"Endothelial 1"
"3816",2223.052709,3297.423746,"Inhibitory"
"3817",2222.74457,3219.112919,"OD Mature 2"
"3819",2235.070538,3269.712069,"Inhibitory"
"3820",2238.729098,3291.115404,"Inhibitory"
"3821",2248.498143,3268.927694,"Excitatory"
"3822",2253.13274,3312.62513,"Inhibitory"
"3823",2255.429974,3324.716773,"Inhibitory"
"3824",2258.108676,3195.367642,"Inhibitory"
"3825",2269.886286,3301.892133,"Endothelial 3"
"3826",2269.379164,3211.53824,"Excitatory"
"3827",2276.773256,3340.645451,"Inhibitory"
"3828",2277.999974,3285.426176,"Inhibitory"
"3829",2285.225269,3319.143906,"Excitatory"
"3830",2288.114017,3204.302439,"Inhibitory"
"3831",2298.559913,3304.602577,"Inhibitory"
"3832",2302.865488,3271.826407,"Endothelial 1"
"3833",2319.321667,3333.948069,"Inhibitory"
"3834",2149.324728,3191.184289,"Inhibitory"
"3836",2160.979885,3342.692018,"Microglia"
"3837",2161.23622,3324.59164,"Astrocyte"
"3838",2167.051924,3223.121505,"Astrocyte"
"3839",2176.463987,3238.881595,"Inhibitory"
"3840",2195.811315,3189.085001,"Excitatory"
"3841",2195.988491,3273.45811,"Excitatory"
"3842",2216.443031,3251.627766,"Inhibitory"
"3843",2221.740417,3200.239665,"Inhibitory"
"3844",2278.348266,3368.230655,"Astrocyte"
"3847",2310.702676,3217.252611,"Inhibitory"
"3849",2150.212214,3244.331076,"Inhibitory"
"3850",2201.922963,3244.761541,"OD Mature 2"
"3851",2204.782793,3251.629377,"Inhibitory"
"3852",2309.17086,3239.495598,"Inhibitory"
"3853",2135.291874,3332.058236,"OD Mature 2"
"3854",2288.548001,3355.468982,"Inhibitory"
"3855",2293.37212,3365.197361,"Inhibitory"
"3856",2134.943174,3558.417804,"Excitatory"
"3857",2135.362108,3421.724733,"Excitatory"
"3858",2140.481105,3464.771459,"Endothelial 3"
"3859",2140.684814,3428.648487,"Inhibitory"
"3860",2141.593473,3515.873951,"Inhibitory"
"3861",2152.754488,3566.871805,"Excitatory"
"3863",2154.878884,3479.592883,"OD Immature 1"
"3864",2160.481419,3517.788495,"Excitatory"
"3865",2165.067163,3482.780633,"Endothelial 1"
"3866",2166.248806,3503.907169,"Inhibitory"
"3867",2169.987334,3458.264517,"Inhibitory"
"3868",2176.632401,3478.674246,"Inhibitory"
"3869",2179.83514,3476.86697,"Inhibitory"
"3871",2185.956046,3527.042784,"Inhibitory"
"3872",2186.849041,3433.654689,"OD Immature 1"
"3873",2198.950576,3469.538815,"OD Mature 2"
"3875",2203.662999,3547.618575,"Inhibitory"
"3876",2205.650166,3565.359845,"Inhibitory"
"3878",2210.292783,3413.270523,"OD Immature 1"
"3879",2220.47614,3462.886688,"Inhibitory"
"3880",2225.789907,3542.496153,"Inhibitory"
"3881",2242.888627,3433.933479,"Excitatory"
"3882",2241.807244,3400.705511,"Astrocyte"
"3883",2248.891029,3488.838866,"Excitatory"
"3884",2251.328632,3452.221526,"Inhibitory"
"3885",2256.508599,3544.613626,"Inhibitory"
"3886",2260.979641,3385.774953,"Inhibitory"
"3887",2257.194986,3408.54004,"Inhibitory"
"3888",2258.41656,3512.522098,"Inhibitory"
"3889",2265.960522,3445.96666,"Inhibitory"
"3890",2268.377712,3505.070406,"Excitatory"
"3891",2276.229084,3460.313902,"Excitatory"
"3892",2277.132347,3479.218078,"Excitatory"
"3893",2298.448246,3467.464695,"Inhibitory"
"3894",2309.119859,3408.349999,"Inhibitory"
"3895",2310.289032,3549.039134,"Inhibitory"
"3896",2145.091911,3553.707338,"Inhibitory"
"3897",2143.744605,3499.781717,"Inhibitory"
"3898",2220.040195,3442.391421,"Inhibitory"
"3899",2225.76608,3437.183138,"Excitatory"
"3900",2239.025302,3388.299927,"Inhibitory"
"3901",2269.261442,3537.330234,"Inhibitory"
"3902",2277.472955,3425.727563,"Excitatory"
"3903",2289.836478,3504.898303,"Inhibitory"
"3904",2180.425726,3571.860486,"Inhibitory"
"3905",2193.983128,3401.597059,"Inhibitory"
"3906",2248.708452,3505.105456,"Inhibitory"
"3908",2150.00359,3410.499741,"Inhibitory"
"3909",2235.278621,3517.932547,"Microglia"
"3910",2251.380377,3469.262486,"Astrocyte"
"3911",2309.242826,3533.227022,"Excitatory"
"3912",2314.53421,3505.893063,"Inhibitory"
"3913",2135.616703,3734.827794,"Inhibitory"
"3914",2136.80427,3694.684063,"Excitatory"
"3916",2144.238651,3643.768614,"Astrocyte"
"3917",2148.512575,3647.222594,"Inhibitory"
"3918",2148.491464,3695.352693,"Inhibitory"
"3919",2151.690265,3724.903938,"Inhibitory"
"3920",2149.573857,3601.044892,"Astrocyte"
"3921",2153.966577,3651.898538,"Inhibitory"
"3922",2157.637134,3600.396177,"Excitatory"
"3923",2162.614579,3677.614498,"Inhibitory"
"3924",2169.592663,3589.544235,"Inhibitory"
"3925",2174.714713,3683.683285,"Inhibitory"
"3926",2174.731211,3754.681377,"Inhibitory"
"3927",2176.180521,3632.172283,"Inhibitory"
"3929",2179.037204,3720.668573,"Inhibitory"
"3930",2190.272203,3706.991249,"Inhibitory"
"3931",2193.61964,3747.953562,"Inhibitory"
"3932",2195.400446,3618.894667,"Inhibitory"
"3933",2198.283279,3600.893953,"Inhibitory"
"3935",2211.155614,3698.633335,"Inhibitory"
"3936",2212.140841,3634.339438,"Astrocyte"
"3937",2217.605298,3647.5246,"Inhibitory"
"3939",2227.642527,3728.785601,"Inhibitory"
"3940",2230.1078,3625.504148,"Inhibitory"
"3941",2231.796664,3592.440132,"Microglia"
"3943",2245.916901,3647.54902,"Inhibitory"
"3944",2247.408428,3624.641672,"Inhibitory"
"3945",2250.765858,3667.012331,"Inhibitory"
"3946",2254.589943,3594.792513,"Astrocyte"
"3947",2267.896536,3593.752826,"Endothelial 1"
"3948",2273.71761,3760.436845,"Excitatory"
"3949",2281.178898,3739.448074,"Inhibitory"
"3951",2282.449025,3598.270363,"Endothelial 3"
"3952",2285.865598,3621.701359,"OD Immature 1"
"3953",2292.436751,3762.262786,"Astrocyte"
"3954",2298.828601,3732.491659,"Endothelial 1"
"3955",2297.70123,3675.844572,"Excitatory"
"3956",2306.190137,3623.105789,"Excitatory"
"3957",2309.250772,3666.088624,"Inhibitory"
"3958",2314.064261,3651.784666,"Excitatory"
"3959",2148.622241,3741.344369,"Inhibitory"
"3960",2147.682082,3762.583724,"Inhibitory"
"3961",2158.29741,3722.1938,"Endothelial 1"
"3962",2173.84219,3672.501872,"Inhibitory"
"3963",2181.542598,3654.818399,"Inhibitory"
"3964",2181.002392,3713.462607,"Inhibitory"
"3965",2190.14629,3687.438113,"Inhibitory"
"3967",2196.367382,3735.999087,"Endothelial 1"
"3968",2205.3151,3657.811481,"Inhibitory"
"3969",2220.115458,3756.455806,"OD Immature 1"
"3970",2258.983988,3624.422981,"Inhibitory"
"3971",2266.41219,3620.40289,"OD Mature 2"
"3972",2288.4759,3660.427678,"Inhibitory"
"3973",2316.843569,3679.753713,"OD Immature 1"
"3975",2211.380339,3670.304426,"Endothelial 1"
"3976",2214.650011,3760.091894,"Inhibitory"
"3978",2244.652095,3684.156357,"Astrocyte"
"3979",2316.292738,3718.813613,"Excitatory"
"3980",2139.609837,3604.824606,"Endothelial 2"
"3981",2173.034624,3726.06722,"Inhibitory"
"3983",2308.040379,3751.864459,"OD Immature 1"
"3984",2133.627405,3841.416648,"Astrocyte"
"3985",2143.326207,3861.85216,"Astrocyte"
"3986",2152.574925,3918.860393,"Excitatory"
"3987",2153.362055,3902.669635,"Endothelial 1"
"3988",2155.030995,3795.235455,"Astrocyte"
"3989",2159.869373,3786.576188,"Inhibitory"
"3991",2164.244255,3803.194219,"OD Immature 1"
"3992",2168.726455,3896.24298,"OD Mature 2"
"3993",2171.349078,3920.624299,"Astrocyte"
"3994",2172.055985,3813.018586,"Astrocyte"
"3995",2171.820294,3966.321794,"Excitatory"
"3996",2176.437022,3903.145765,"OD Mature 2"
"3997",2181.444786,3797.413853,"Inhibitory"
"3999",2180.925603,3866.874215,"OD Mature 1"
"4000",2186.094693,3949.741816,"OD Mature 2"
"4001",2190.159128,3890.872272,"Excitatory"
"4002",2186.622084,3831.67323,"Inhibitory"
"4003",2194.10577,3906.272318,"Excitatory"
"4004",2199.530177,3916.60109,"Excitatory"
"4005",2203.966722,3860.228619,"OD Mature 1"
"4006",2219.374357,3806.640936,"Inhibitory"
"4007",2220.458137,3880.087898,"Astrocyte"
"4008",2222.022466,3900.161612,"OD Mature 2"
"4009",2224.717123,3973.378956,"Excitatory"
"4010",2228.115869,3895.30974,"OD Mature 2"
"4012",2236.846111,3876.371527,"OD Mature 2"
"4013",2238.898843,3805.203291,"Inhibitory"
"4014",2248.279577,3837.456619,"Inhibitory"
"4015",2251.0062,3937.100211,"OD Immature 1"
"4016",2254.84375,3954.615231,"OD Mature 1"
"4018",2278.432755,3821.37495,"Microglia"
"4019",2276.578402,3955.478768,"OD Mature 2"
"4020",2283.330145,3886.772673,"Excitatory"
"4023",2294.189565,3851.489245,"OD Mature 2"
"4024",2295.610224,3971.946805,"OD Mature 4"
"4027",2311.719162,3881.265338,"Astrocyte"
"4028",2314.421736,3952.633935,"OD Mature 2"
"4029",2141.977959,3918.165441,"Excitatory"
"4030",2144.551199,3959.016033,"Astrocyte"
"4032",2160.761249,3899.019521,"OD Immature 1"
"4033",2207.721454,3957.628268,"Excitatory"
"4034",2214.570413,3904.241476,"Excitatory"
"4036",2274.361688,3907.791376,"Excitatory"
"4037",2283.979281,3858.568776,"Astrocyte"
"4038",2290.384684,3917.657524,"Astrocyte"
"4039",2294.823319,3885.037582,"Excitatory"
"4041",2318.734535,3803.908818,"OD Mature 2"
"4042",2135.626591,3891.683391,"Excitatory"
"4043",2152.028593,3882.483084,"Astrocyte"
"4045",2207.208593,3833.690499,"Astrocyte"
"4046",2206.536229,3931.206713,"Excitatory"
"4047",2219.981523,3873.334469,"OD Mature 2"
"4050",2230.536558,3947.337964,"Excitatory"
"4051",2244.684061,3919.779196,"Excitatory"
"4052",2264.245442,3868.054112,"Microglia"
"4053",2267.571785,3861.294567,"OD Mature 2"
"4054",2151.637427,3958.514711,"OD Mature 1"
"4055",2208.756218,3817.44211,"Inhibitory"
"4056",2237.196559,3934.215657,"Excitatory"
"4057",2241.614609,3929.538768,"Astrocyte"
"4058",2143.256608,4150.405747,"Excitatory"
"4059",2151.27955,4055.230541,"OD Mature 2"
"4060",2154.415316,4114.220762,"Excitatory"
"4061",2159.004797,4013.985997,"OD Mature 2"
"4062",2159.046684,4147.57054,"Excitatory"
"4063",2165.558229,4159.431516,"Excitatory"
"4064",2167.958283,4096.454753,"Excitatory"
"4065",2170.01207,4143.594335,"Inhibitory"
"4067",2179.540114,4108.084013,"Astrocyte"
"4068",2179.232387,4028.216453,"OD Mature 2"
"4069",2183.042158,4010.461324,"Astrocyte"
"4070",2192.538293,4168.929004,"Endothelial 1"
"4073",2215.274546,4160.238266,"Excitatory"
"4074",2219.794041,4123.77749,"Astrocyte"
"4076",2227.792164,4156.528902,"Excitatory"
"4077",2233.575677,4050.22842,"Astrocyte"
"4078",2233.533059,4012.669353,"Endothelial 1"
"4079",2236.533902,4028.038754,"Excitatory"
"4081",2248.019783,4025.496778,"Excitatory"
"4082",2248.168309,4069.58385,"Endothelial 3"
"4083",2250.41983,3997.307656,"OD Mature 2"
"4084",2252.927574,4027.456633,"Astrocyte"
"4085",2252.198502,4102.492726,"Excitatory"
"4086",2276.686544,4073.942621,"Excitatory"
"4088",2283.566913,4030.109223,"OD Mature 2"
"4090",2301.097521,4127.623213,"Astrocyte"
"4092",2303.551729,4003.968922,"OD Mature 1"
"4095",2308.882769,4082.845393,"Excitatory"
"4096",2313.623936,4097.112467,"OD Mature 2"
"4098",2135.624318,3993.982513,"OD Mature 2"
"4099",2135.757146,3985.54465,"Astrocyte"
"4100",2138.694279,4158.22848,"Excitatory"
"4101",2147.02239,4092.308547,"Excitatory"
"4102",2158.882449,4067.207315,"Inhibitory"
"4106",2267.600321,4067.305465,"Excitatory"
"4107",2278.002401,4136.689262,"OD Mature 2"
"4108",2279.454107,4143.488956,"Excitatory"
"4109",2288.939186,4077.718091,"Excitatory"
"4110",2314.493601,4067.162722,"OD Mature 2"
"4111",2148.148916,4134.137573,"Astrocyte"
"4112",2181.428575,4000.369363,"OD Mature 1"
"4114",2187.98381,4112.4235,"Excitatory"
"4115",2192.337722,4054.859169,"Astrocyte"
"4116",2206.416357,4027.529036,"OD Mature 2"
"4117",2225.980522,4031.514509,"OD Mature 2"
"4118",2264.590574,4125.145303,"Astrocyte"
"4119",2279.800544,3996.295334,"OD Mature 2"
"4120",2317.882879,4147.536345,"Astrocyte"
"4122",2315.886764,4082.206541,"Endothelial 1"
"4123",2141.07926,4026.626333,"Excitatory"
"4124",2209.995879,4120.272104,"OD Mature 2"
"4125",2341.363114,4010.679577,"Endothelial 1"
"4126",2345.533744,4030.419879,"OD Mature 2"
"4127",2351.173322,4078.20251,"Endothelial 1"
"4128",2348.13566,4000.724615,"OD Mature 2"
"4129",2362.457494,4059.931758,"Endothelial 3"
"4130",2365.493501,4100.225443,"OD Mature 2"
"4131",2371.642801,4103.540161,"Astrocyte"
"4132",2371.960454,4166.182984,"OD Mature 2"
"4133",2377.953052,4122.837671,"Excitatory"
"4135",2379.173606,4145.496189,"OD Mature 2"
"4136",2382.733018,4050.593914,"OD Mature 1"
"4137",2391.656555,4127.711705,"Microglia"
"4138",2395.799124,4072.043417,"Excitatory"
"4139",2395.131694,4137.492281,"OD Mature 2"
"4141",2398.564444,3983.341503,"Excitatory"
"4142",2399.435448,4106.53351,"OD Mature 2"
"4143",2400.669833,4043.613822,"OD Mature 2"
"4144",2409.526742,4169.238313,"Excitatory"
"4145",2411.193125,4061.431587,"Microglia"
"4146",2415.268389,4048.758745,"OD Mature 2"
"4147",2414.34669,4114.540057,"OD Mature 2"
"4148",2417.474735,4068.498797,"Excitatory"
